"","X...Session","Trial","MouseIdentifier","DateAcquired","BirthDate","Trialdurations","PrePerturbationms","PostPerturbationms","HHBackstepsms","HHBacksteps","HHShortStepsms","HHShortSteps","HHLongStepsms","HHLongSteps","HHJumpsms","HHJumps","HLBackstepsms","HLBacksteps","HLShortStepsms","HLShortSteps","HLLongStepsms","HLLongSteps","HLJumpsms","HLJumps","LLBackstepsms","LLBacksteps","LLShortStepsms","LLShortSteps","LLLongStepsms","LLLongSteps","LLJumpsms","LLJumps","LHBackstepsms","LHBacksteps","LHShortStepsms","LHShortSteps","LHLongStepsms","LHLongSteps","LHJumpsms","LHJumps","HHBackstepsLeftms","HHBackstepsLeft","HHShortStepsLeftms","HHShortStepsLeft","HHLongStepsLeftms","HHLongStepsLeft","HHJumpsLeftms","HHJumpsLeft","HLBackstepsLeftms","HLBackstepsLeft","HLShortStepsLeftms","HLShortStepsLeft","HLLongStepsLeftms","HLLongStepsLeft","HLJumpsLeftms","HLJumpsLeft","LLBackstepsLeftms","LLBackstepsLeft","LLShortStepsLeftms","LLShortStepsLeft","LLLongStepsLeftms","LLLongStepsLeft","LLJumpsLeftms","LLJumpsLeft","LHBackstepsLeftms","LHBackstepsLeft","LHShortStepsLeftms","LHShortStepsLeft","LHLongStepsLeftms","LHLongStepsLeft","LHJumpsLeftms","LHJumpsLeft","HHBackstepsRightms","HHBackstepsRight","HHShortStepsRightms","HHShortStepsRight","HHLongStepsRightms","HHLongStepsRight","HHJumpsRightms","HHJumpsRight","HLBackstepsRightms","HLBackstepsRight","HLShortStepsRightms","HLShortStepsRight","HLLongStepsRightms","HLLongStepsRight","HLJumpsRightms","HLJumpsRight","LLBackstepsRightms","LLBackstepsRight","LLShortStepsRightms","LLShortStepsRight","LLLongStepsRightms","LLLongStepsRight","LLJumpsRightms","LLJumpsRight","LHBackstepsRightms","LHBackstepsRight","LHShortStepsRightms","LHShortStepsRight","LHLongStepsRightms","LHLongStepsRight","LHJumpsRightms","LHJumpsRight","RestingFrequency","LightCueFrequency","AirCueFrequency","LeavingafterCueFrequency","Restingms","OnLadderbeforeCuems","LightCuems","AirCuems","OnLadderAfterCuems","LatencyLeavingbeforeCuems","LatencyLeavingafterCuems","LeavingonLightCueFrequency","LeavingonAirCueFrequency","LeavingbeforeCueFrequency","LeavingRefusalsFrequency","GoalboxReturnsFrequency","LeavingonLightCue","LeavingonAirCue","LeavingbeforeCue","LeavingRefusals","GoalboxReturns","DateAcquired1","Trialtype","Sex","Genotype","AnimalID","SumShortInvalidPerc","SumShortValidPerc","SumLongInvalidPerc","SumLongValidPerc","SumJumpInvalidPerc","SumJumpValidPerc","SumBackInvalidPerc","SumBackValidPerc","Missteps","SumShortInvalidms","SumShortValidms","SumLongInvalidms","SumLongValidms","SumJumpInvalidms","SumJumpValidms","SumBackInvalidms","SumBackValidms","Misstepsms"
"11",1,11,2817,"23/10/2017 10:02","11/06/2017",18,327,NA,67.5,8,309.3,24,215.9,28,173,8,NA,0,NA,0,252,16,NA,0,NA,0,NA,0,NA,0,NA,0,83,4,100.5,8,226,4,NA,0,86,7.69,294.6,38.46,194.6,38.46,NA,0,NA,0,NA,0,215,7.69,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,88,7.69,NA,0,NA,0,49,8.33,383,8.33,269,16.67,173,16.67,NA,0,NA,0,264.3,25,NA,0,NA,0,NA,0,NA,0,NA,0,83,8.33,113,8.33,226,8.33,NA,0,1,1,1,1,10162,NA,3001,797,4041,NA,3798,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,32,16,32,0,8,0,12,16,NA,409.8,252,441.9,NA,173,NA,150.5,NA
"12",1,12,2817,"23/10/2017 10:02","11/06/2017",18.51,167,525,205,8.57,277.5,54.29,250.7,17.14,NA,0,102,5.71,NA,0,237,5.71,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,97.5,5.71,287,2.86,NA,0,291,11.11,234.1,50,238.8,27.78,NA,0,107,5.56,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,35,5.56,NA,0,NA,0,33,5.88,316.5,58.82,310,5.88,NA,0,97,5.88,NA,0,237,11.76,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,160,5.88,287,5.88,NA,0,1,1,1,1,9069,NA,3001,450,5993,NA,3451,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,60,5.71,20,0,0,5.71,8.57,5.71,NA,375,237,537.7,NA,NA,102,205,NA
"13",1,13,2817,"23/10/2017 10:02","11/06/2017",17.19,219,236,67.3,24,140.7,12,238.6,48,109,8,NA,0,NA,0,NA,0,151,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,261,4,NA,0,NA,0,255,12.5,253.3,87.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,67.3,35.29,83.5,11.76,218,29.41,109,11.76,NA,0,NA,0,NA,0,151,5.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,261,5.88,NA,0,1,1,1,1,8897,NA,3001,2022,3271,NA,5023,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,12,0,52,4,8,0,24,4,NA,140.7,NA,499.6,151,109,NA,67.3,NA
"14",1,14,2817,"23/10/2017 10:02","11/06/2017",18.48,NA,NA,94,7.41,267.8,33.33,318.2,18.52,NA,0,NA,0,475,3.7,227.5,14.81,NA,0,NA,0,NA,0,NA,0,NA,0,139,3.7,NA,0,251.2,18.52,NA,0,94,11.76,231,29.41,152.3,17.65,NA,0,NA,0,475,5.88,229,11.76,NA,0,NA,0,NA,0,NA,0,NA,0,139,5.88,NA,0,246.7,17.65,NA,0,NA,0,313.8,40,567,20,NA,0,NA,0,NA,0,226,20,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,258,20,NA,0,1,1,1,1,10556,NA,3001,104,4816,NA,3105,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,3.7,33.33,14.81,37.04,0,0,0,11.11,18.51,475,267.8,227.5,569.4,NA,NA,NA,233,NA
"15",1,15,2817,"23/10/2017 10:02","11/06/2017",17.66,268,221,496.5,18.75,371.8,12.5,185.4,43.75,NA,0,NA,0,NA,0,205.8,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,57,3.13,229,6.25,75,3.13,NA,0,1047,7.69,974,7.69,201.6,53.85,NA,0,NA,0,NA,0,259,15.38,NA,0,NA,0,NA,0,NA,0,NA,0,57,7.69,207,7.69,NA,0,NA,0,386.4,26.32,171,15.79,169.1,36.84,NA,0,NA,0,NA,0,152.5,10.53,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,251,5.26,75,5.26,NA,0,1,1,1,1,8860,NA,3001,591,5203,NA,3592,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,18.75,12.5,46.88,0,0,0,21.88,12.5,NA,600.8,205.8,260.4,NA,NA,NA,553.5,NA
"16",1,16,2817,"23/10/2017 10:02","11/06/2017",35.07,277,251,NA,0,165,16.67,243.6,66.67,NA,0,60,5.56,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,80,5.56,NA,0,31,5.56,NA,0,NA,0,165,30,245.2,50,NA,0,60,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,31,10,NA,0,NA,0,NA,0,242.4,87.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,80,12.5,NA,0,NA,0,NA,0,2,1,1,1,9576,9859,3001,427,2628,7667,3428,NA,NA,1,NA,NA,0,0,100,0,0,3,1,1,"CE",16,0,16.67,0,72.23,0,0,5.56,5.56,0,NA,165,NA,274.6,NA,NA,60,80,NA
"17",1,17,2817,"23/10/2017 10:02","11/06/2017",18.87,248,380,73.5,15.38,274.4,19.23,197.5,42.31,307,7.69,NA,0,237,3.85,168,3.85,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,289,3.85,256,3.85,92,16.67,248,8.33,270.6,41.67,307,16.67,NA,0,NA,0,168,8.33,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,289,8.33,NA,0,55,14.29,281,28.57,136.7,42.86,NA,0,NA,0,237,7.14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,256,7.14,1,1,1,1,10582,NA,3001,561,4727,NA,3562,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,3.85,19.23,3.85,46.16,0,11.54,0,15.38,7.7,237,274.4,168,486.5,NA,563,NA,73.5,NA
"18",1,18,2817,"23/10/2017 10:02","11/06/2017",15.86,NA,NA,68,3.85,175.5,38.46,256,19.23,NA,0,NA,0,NA,0,230.6,19.23,NA,0,NA,0,NA,0,NA,0,NA,0,238,7.69,91,3.85,209.5,7.69,NA,0,68,7.69,136.6,53.85,235.7,23.08,NA,0,NA,0,NA,0,435,7.69,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,91,7.69,NA,0,NA,0,NA,0,266.3,23.08,286.5,15.38,NA,0,NA,0,NA,0,179.5,30.77,NA,0,NA,0,NA,0,NA,0,NA,0,238,15.38,NA,0,209.5,15.38,NA,0,1,1,1,1,8081,NA,3001,347,4432,NA,3348,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,42.31,19.23,26.92,0,0,0,11.54,19.23,NA,266.5,230.6,465.5,NA,NA,NA,306,NA
"19",1,19,2817,"23/10/2017 10:02","11/06/2017",18.76,208,197,41,4.35,162.1,39.13,194.9,39.13,NA,0,NA,0,NA,0,264,8.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,208,8.7,NA,0,NA,0,171.8,45.45,220.5,36.36,NA,0,NA,0,NA,0,253,9.09,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,194,9.09,NA,0,41,8.33,150,33.33,174.4,41.67,NA,0,NA,0,NA,0,275,8.33,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,222,8.33,NA,0,1,1,1,1,11901,NA,3001,461,3398,NA,3462,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,39.13,8.7,47.83,0,0,0,4.35,8.7,NA,162.1,264,402.9,NA,NA,NA,41,NA
"20",1,20,2817,"23/10/2017 10:02","11/06/2017",19.5,274,195,226,3.13,250.4,90.63,NA,0,NA,0,NA,0,NA,0,247,3.13,NA,0,NA,0,NA,0,NA,0,NA,0,155,3.13,NA,0,NA,0,NA,0,226,6.25,257.8,93.75,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,242.4,87.5,NA,0,NA,0,NA,0,NA,0,247,6.25,NA,0,NA,0,NA,0,NA,0,NA,0,155,6.25,NA,0,NA,0,NA,0,1,1,1,1,8182,NA,3001,576,7743,NA,3577,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,90.63,3.13,0,0,0,0,6.26,3.13,NA,250.4,247,NA,NA,NA,NA,381,NA
"21",1,21,2817,"23/10/2017 10:02","11/06/2017",19.62,212,191,338,8,230,40,222.9,32,153,4,65,4,NA,0,303,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,80,4,42,4,NA,0,378,7.69,282.3,30.77,227.8,30.77,NA,0,65,7.69,NA,0,303,7.69,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,80,7.69,42,7.69,NA,0,298,8.33,195.2,50,218,33.33,153,8.33,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,10392,NA,3001,2260,3962,NA,5261,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,44,4,36,0,4,4,8,4,NA,310,303,264.9,NA,153,65,338,NA
"22",1,22,2817,"23/10/2017 10:02","11/06/2017",42.92,NA,NA,91,10.53,139,26.32,245.9,52.63,NA,0,NA,0,NA,0,230,5.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,191,5.26,NA,0,97,11.11,132,22.22,242.3,66.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,85,10,143.7,30,251.3,40,NA,0,NA,0,NA,0,230,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,191,10,NA,0,5,1,1,1,5350,2332,3001,561,3277,6828,3562,NA,NA,1,NA,NA,0,0,100,0,0,3,1,1,"CE",16,0,26.32,5.26,57.89,0,0,0,10.53,5.26,NA,139,230,436.9,NA,NA,NA,91,NA
"23",1,23,2817,"23/10/2017 10:02","11/06/2017",16.65,177,296,41,13.64,370.3,27.27,160.6,36.36,NA,0,NA,0,NA,0,309,4.55,169,4.55,NA,0,NA,0,NA,0,NA,0,NA,0,343,9.09,156,4.55,NA,0,NA,0,360,44.44,186,55.56,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,41,23.08,391,15.38,118.3,23.08,NA,0,NA,0,NA,0,309,7.69,169,7.69,NA,0,NA,0,NA,0,NA,0,NA,0,343,15.38,156,7.69,NA,0,1,1,1,1,8468,NA,3001,774,4405,NA,3775,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,36.36,4.55,40.91,4.55,0,0,13.64,9.1,NA,713.3,309,316.6,169,NA,NA,41,NA
"24",1,24,2817,"23/10/2017 10:02","11/06/2017",20.88,NA,NA,107,9.09,287.3,36.36,558,18.18,NA,0,142.5,6.06,NA,0,163.8,12.12,NA,0,NA,0,NA,0,NA,0,NA,0,92.7,9.09,59,3.03,284,3.03,282,3.03,67,12.5,110.6,31.25,844,18.75,NA,0,74,6.25,NA,0,119,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,105,6.25,59,6.25,NA,0,282,6.25,187,5.88,413.6,41.18,272,17.65,NA,0,211,5.88,NA,0,208.5,11.76,NA,0,NA,0,NA,0,NA,0,NA,0,86.5,11.76,NA,0,284,5.88,NA,0,1,1,1,1,11623,NA,3001,432,5826,NA,3433,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,39.39,12.12,21.21,0,3.03,6.06,18.18,12.12,NA,346.3,163.8,842,NA,282,142.5,199.7,NA
"25",1,25,2817,"23/10/2017 10:02","11/06/2017",17.49,NA,NA,NA,0,314.8,25,214.4,29.17,NA,0,68,4.17,NA,0,192.2,20.83,NA,0,NA,0,NA,0,NA,0,NA,0,75.5,8.33,112,4.17,193.5,8.33,NA,0,NA,0,332.3,27.27,253.3,27.27,NA,0,68,9.09,NA,0,198,18.18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,193.5,18.18,NA,0,NA,0,297.3,23.08,185.3,30.77,NA,0,NA,0,NA,0,188.3,23.08,NA,0,NA,0,NA,0,NA,0,NA,0,75.5,15.38,112,7.69,NA,0,NA,0,1,1,1,1,8796,NA,3001,2441,3253,NA,5442,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,29.17,20.83,37.5,0,0,4.17,8.33,20.83,NA,426.8,192.2,407.9,NA,NA,68,75.5,NA
"26",1,26,2817,"23/10/2017 10:02","11/06/2017",16.97,NA,NA,1018,4.76,164.2,28.57,205.2,28.57,NA,0,NA,0,NA,0,210,14.29,675,4.76,NA,0,NA,0,NA,0,NA,0,70,4.76,143,4.76,266,9.52,NA,0,1018,8.33,159.3,33.33,219,16.67,NA,0,NA,0,NA,0,208.5,16.67,675,8.33,NA,0,NA,0,NA,0,NA,0,NA,0,143,8.33,236,8.33,NA,0,NA,0,174,22.22,198.3,44.44,NA,0,NA,0,NA,0,213,11.11,NA,0,NA,0,NA,0,NA,0,NA,0,70,11.11,NA,0,296,11.11,NA,0,1,1,1,1,8996,NA,3001,453,4515,NA,3454,NA,1,NA,NA,NA,0,100,0,0,0,3,1,1,"CE",16,0,33.33,14.29,38.09,4.76,0,0,9.52,19.05,NA,307.2,210,471.2,675,NA,NA,1088,NA
